,Date,open,high,low,close,volume
152,2020-08-11,2134.8,2160.0,2100.35,2133.8,21611359
153,2020-08-12,2121.0,2145.0,2106.8,2127.6,13967529
154,2020-08-13,2128.0,2138.9,2110.0,2122.05,11459251
155,2020-08-14,2122.55,2157.0,2089.25,2113.8,15333759
156,2020-08-17,2105.0,2105.0,2070.1,2091.35,14297224
157,2020-08-18,2085.0,2134.3,2082.35,2118.55,14097932
158,2020-08-19,2141.0,2154.0,2121.35,2131.55,15731409
159,2020-08-20,2120.0,2123.9,2088.0,2097.05,10402292
160,2020-08-21,2118.0,2122.0,2077.0,2081.85,11667281
161,2020-08-24,2091.4,2104.5,2070.5,2095.75,15099030
162,2020-08-25,2106.0,2111.3,2078.0,2082.1,8947709
163,2020-08-26,2085.0,2147.95,2047.0,2137.3,27631028
164,2020-08-27,2148.0,2150.0,2103.25,2110.6,12962139
165,2020-08-28,2120.0,2132.9,2106.25,2116.15,12537684
166,2020-08-31,2174.0,2174.0,2060.35,2080.7,28649141
167,2020-09-01,2100.0,2122.4,2062.4,2087.25,17821488
168,2020-09-02,2092.0,2138.0,2085.0,2128.2,12437209
169,2020-09-03,2128.0,2138.75,2103.0,2112.1,8577741
170,2020-09-04,2083.55,2096.95,2072.2,2077.25,13141705
171,2020-09-07,2084.0,2105.75,2044.25,2082.65,10119099
172,2020-09-08,2092.0,2121.0,2080.5,2107.1,12643762
173,2020-09-09,2085.0,2167.8,2081.45,2161.35,25526055
174,2020-09-10,2183.1,2344.95,2175.35,2314.0,64751766
175,2020-09-11,2312.0,2337.85,2287.1,2319.75,27445883
176,2020-09-14,2325.0,2360.0,2282.0,2302.55,20335480
177,2020-09-15,2311.95,2325.75,2288.15,2318.85,12543161
178,2020-09-16,2320.0,2369.35,2310.55,2324.55,15669133
179,2020-09-17,2320.0,2333.7,2291.85,2298.75,11919991
180,2020-09-18,2314.25,2319.45,2276.55,2305.7,15264101
181,2020-09-21,2300.0,2336.0,2247.35,2255.85,15519433
182,2020-09-22,2277.0,2277.0,2201.55,2211.15,16056621
183,2020-09-23,2260.0,2276.75,2205.3,2230.8,19839809
184,2020-09-24,2207.9,2226.0,2176.05,2181.2,13765321
185,2020-09-25,2189.0,2212.8,2167.3,2201.7,13095950
186,2020-09-28,2227.0,2238.0,2207.05,2216.25,9076787
187,2020-09-29,2225.0,2264.0,2216.25,2245.05,11927459
188,2020-09-30,2260.0,2267.0,2225.0,2234.35,11291280
189,2020-10-01,2263.8,2263.8,2214.0,2225.25,9591467
190,2020-10-05,2244.0,2249.15,2206.0,2212.2,8732890
191,2020-10-06,2225.25,2233.9,2201.65,2210.35,8497352
192,2020-10-07,2235.0,2309.0,2220.0,2257.5,24538620
193,2020-10-08,2259.0,2268.0,2222.1,2239.25,9727508
194,2020-10-09,2235.0,2253.0,2217.1,2233.45,8558747
195,2020-10-12,2235.0,2255.75,2226.25,2237.05,6565525
196,2020-10-13,2230.6,2285.75,2225.85,2280.7,10666280
197,2020-10-14,2278.9,2304.0,2268.5,2287.5,12341487
198,2020-10-15,2290.0,2290.0,2195.0,2206.5,9246893
199,2020-10-16,2215.0,2232.5,2172.65,2175.8,9961080
200,2020-10-19,2190.05,2228.7,2155.15,2176.2,14399062
201,2020-10-20,2179.0,2193.0,2152.25,2155.9,8529621
202,2020-10-21,2168.0,2192.0,2097.75,2124.6,15729989
203,2020-10-22,2127.4,2132.5,2091.0,2106.95,14215255
204,2020-10-23,2106.0,2135.0,2096.4,2113.05,10809383
205,2020-10-26,2101.95,2101.95,2018.5,2029.1,17225340
206,2020-10-27,2034.9,2059.85,2005.0,2034.5,16835011
207,2020-10-28,2041.8,2057.7,2007.4,2011.45,13810054
208,2020-10-29,1997.0,2042.0,1991.0,2026.9,14147681
209,2020-10-30,2033.5,2065.1,2021.8,2054.5,15701123
210,2020-11-02,2027.0,2027.0,1859.15,1877.45,45857806
211,2020-11-03,1890.0,1909.0,1835.1,1850.4,40931170
212,2020-11-04,1837.0,1929.0,1837.0,1913.2,37003111
213,2020-11-05,1954.95,1960.95,1932.0,1955.0,17170274
214,2020-11-06,1990.0,2040.0,1978.15,2029.15,30770080
215,2020-11-09,2062.1,2069.0,2036.0,2050.7,16539467
216,2020-11-10,2077.0,2090.0,2041.2,2084.55,17045147
217,2020-11-11,2089.0,2095.0,1978.1,1997.2,26178477
218,2020-11-12,1981.0,2008.45,1965.0,1980.0,18481466
219,2020-11-13,1982.0,2036.65,1981.75,1996.4,20946864
220,2020-11-14,2014.9,2015.3,1995.35,2002.3,2411900
221,2020-11-17,2085.0,2085.0,1985.0,1993.25,21479385
222,2020-11-18,1993.25,2006.5,1960.1,1987.2,14030652
223,2020-11-19,1987.2,2010.45,1968.2,1973.15,12828008
224,2020-11-20,1975.0,1983.8,1895.0,1899.5,26522972
225,2020-11-23,1951.0,1970.0,1926.25,1950.7,20918665
226,2020-11-24,1964.0,1974.0,1932.0,1964.05,14277083
227,2020-11-25,1980.0,1992.95,1942.2,1947.8,15062376
228,2020-11-26,1953.05,1965.0,1930.05,1952.6,11924527
229,2020-11-27,1940.5,1956.1,1921.4,1929.8,21845931
230,2020-12-01,1940.35,1966.25,1930.05,1954.9,9114939
231,2020-12-02,1958.5,1962.0,1935.0,1958.15,10240168
232,2020-12-03,1972.0,1981.1,1958.65,1964.05,12822945
233,2020-12-04,1969.0,1969.0,1940.0,1946.75,8521388
234,2020-12-07,1940.6,1965.0,1940.6,1958.2,8418767
235,2020-12-08,1961.15,2014.25,1950.0,1993.75,20030506
236,2020-12-09,2009.95,2033.8,1999.25,2026.95,13464375
237,2020-12-10,2021.6,2028.5,2001.0,2007.0,7414229
238,2020-12-11,2013.0,2038.0,1974.25,2005.8,12434745
239,2020-12-14,2007.95,2015.0,1986.35,1991.3,7989830
240,2020-12-15,1989.7,1989.7,1961.1,1974.35,8561406
241,2020-12-16,1988.0,1994.95,1965.7,1976.55,8565904
242,2020-12-17,1984.5,2005.0,1977.15,1985.6,9346460
243,2020-12-18,1980.1,2004.9,1965.0,1991.55,8522215
244,2020-12-21,2010.0,2022.0,1855.25,1939.7,20368545
245,2020-12-22,1949.0,1958.9,1888.45,1936.7,12986606
246,2020-12-23,1930.0,1951.45,1920.65,1943.85,8999898
247,2020-12-24,1947.0,1998.8,1945.9,1994.15,9588577
248,2020-12-28,2006.7,2018.0,1995.3,2003.3,7947719
249,2020-12-29,2009.0,2012.3,1982.55,1990.05,8589407
250,2020-12-30,1995.25,2007.2,1975.55,1995.5,10173132
251,2020-12-31,1993.5,2011.9,1978.6,1985.3,8667516
